高校名称,专业,x轴,y轴,
北京邮电大学,核子能、爆破、防护,0,-2.000 
北京邮电大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,27,2.000 
北京邮电大学,冶金,4,2.000 
北京邮电大学,催化剂,1,-2.000 
北京邮电大学,其他,146,2.000 
北京邮电大学,机械工程,36,2.000 
北京邮电大学,仪器、测量和测试,226,2.000 
北京邮电大学,计算机和控制,1920,5.066 
北京邮电大学,半导体和电路,148,2.000 
北京邮电大学,电子元件,190,2.000 
北京邮电大学,通讯,2164,4.441 
北京邮电大学,电力工程,59,2.000 
北京语言大学,聚合物、塑料,0,-2.000 
北京语言大学,药物,0,-2.000 
北京语言大学,农药,0,-2.000 
北京语言大学,食品、洗涤剂、水处理、生物技术,0,-2.000 
北京语言大学,一般化学,0,-2.000 
北京语言大学,纺织和造纸,0,-2.000 
北京语言大学,印刷、涂料、照相,0,-2.000 
北京语言大学,石油,0,-2.000 
北京语言大学,化学工程,0,-2.000 
北京语言大学,核子能、爆破、防护,0,-2.000 
北京语言大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
北京语言大学,冶金,0,-2.000 
北京语言大学,催化剂,0,-2.000 
北京语言大学,其他,0,-2.000 
北京语言大学,机械工程,0,-2.000 
北京语言大学,仪器、测量和测试,0,-2.000 
北京语言大学,计算机和控制,0,-2.000 
北京语言大学,半导体和电路,0,-2.000 
北京语言大学,电子元件,0,-2.000 
北京语言大学,通讯,0,-2.000 
北京语言大学,电力工程,0,-2.000 
北京中医药大学,聚合物、塑料,32,2.000 
北京中医药大学,药物,85,2.000 
北京中医药大学,农药,1,-2.000 
北京中医药大学,食品、洗涤剂、水处理、生物技术,26,2.000 
北京中医药大学,一般化学,2,-2.000 
北京中医药大学,纺织和造纸,0,-2.000 
北京中医药大学,印刷、涂料、照相,0,-2.000 
北京中医药大学,石油,0,-2.000 
北京中医药大学,化学工程,9,2.000 
北京中医药大学,核子能、爆破、防护,0,-2.000 
北京中医药大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
北京中医药大学,冶金,0,-2.000 
北京中医药大学,催化剂,1,2.000 
北京中医药大学,其他,12,2.000 
北京中医药大学,机械工程,0,-2.000 
北京中医药大学,仪器、测量和测试,24,2.000 
北京中医药大学,计算机和控制,10,2.000 
北京中医药大学,半导体和电路,0,-2.000 
北京中医药大学,电子元件,0,-2.000 
北京中医药大学,通讯,2,2.000 
北京中医药大学,电力工程,0,-2.000 
渤海大学,聚合物、塑料,125,2.000 
渤海大学,药物,67,2.000 
渤海大学,农药,4,2.000 
渤海大学,食品、洗涤剂、水处理、生物技术,252,2.000 
渤海大学,一般化学,148,2.000 
渤海大学,纺织和造纸,6,2.000 
渤海大学,印刷、涂料、照相,13,2.000 
渤海大学,石油,7,2.000 
渤海大学,化学工程,98,2.000 
渤海大学,核子能、爆破、防护,0,-2.000 
渤海大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,91,2.000 
渤海大学,冶金,16,2.000 
渤海大学,催化剂,12,2.000 
渤海大学,其他,256,2.000 
渤海大学,机械工程,108,2.000 
渤海大学,仪器、测量和测试,104,2.000 
渤海大学,计算机和控制,222,2.000 
渤海大学,半导体和电路,57,2.000 
渤海大学,电子元件,91,2.000 
渤海大学,通讯,159,2.000 
渤海大学,电力工程,162,2.000 
滨州医学院,聚合物、塑料,43,2.000 
滨州医学院,药物,182,2.000 
滨州医学院,农药,11,2.000 
滨州医学院,食品、洗涤剂、水处理、生物技术,48,2.000 
滨州医学院,一般化学,3,2.000 
滨州医学院,纺织和造纸,3,-2.000 
滨州医学院,印刷、涂料、照相,1,-2.000 
滨州医学院,石油,0,-2.000 
滨州医学院,化学工程,8,2.000 
滨州医学院,核子能、爆破、防护,1,-2.000 
滨州医学院,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
滨州医学院,冶金,1,-2.000 
滨州医学院,催化剂,11,2.000 
滨州医学院,其他,40,2.000 
滨州医学院,机械工程,15,2.000 
滨州医学院,仪器、测量和测试,43,2.000 
滨州医学院,计算机和控制,17,2.000 
滨州医学院,半导体和电路,1,-2.000 
滨州医学院,电子元件,0,2.000 
滨州医学院,通讯,11,2.000 
滨州医学院,电力工程,6,2.000 
成都中医药大学,聚合物、塑料,69,2.000 
成都中医药大学,药物,216,2.000 
成都中医药大学,农药,14,2.000 
成都中医药大学,食品、洗涤剂、水处理、生物技术,85,2.000 
成都中医药大学,一般化学,9,2.000 
成都中医药大学,纺织和造纸,4,-2.000 
成都中医药大学,印刷、涂料、照相,1,-2.000 
成都中医药大学,石油,2,2.000 
成都中医药大学,化学工程,42,2.000 
成都中医药大学,核子能、爆破、防护,0,-2.000 
成都中医药大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
