高校名称,学科,x轴,y轴,类别
麻省理工学院,结晶学,0.266 ,-1.806 ,国际院校
麻省理工学院,解剖学与形态学,0.093 ,2.276 ,国际院校
麻省理工学院,进化生物学,0.204 ,2.189 ,国际院校
麻省理工学院,精神病学,0.247 ,2.125 ,国际院校
麻省理工学院,康复学,0.139 ,-1.672 ,国际院校
麻省理工学院,矿物学,0.299 ,2.129 ,国际院校
麻省理工学院,昆虫学,0.021 ,-1.169 ,国际院校
麻省理工学院,老年病学与老年学,0.092 ,-1.570 ,国际院校
麻省理工学院,力学,0.492 ,-1.512 ,国际院校
麻省理工学院,历史与哲学科学,0.194 ,2.597 ,国际院校
麻省理工学院,粒子与场物理,2.675 ,-1.806 ,国际院校
麻省理工学院,林学,0.046 ,2.809 ,国际院校
麻省理工学院,流体与等离子体物理,1.470 ,-1.843 ,国际院校
麻省理工学院,逻辑学,0.143 ,2.550 ,国际院校
麻省理工学院,麻醉学,0.111 ,2.105 ,国际院校
麻省理工学院,泌尿学与肾脏学 ,0.064 ,2.132 ,国际院校
麻省理工学院,免疫学,0.474 ,2.136 ,国际院校
麻省理工学院,纳米科学与纳米技术,0.926 ,2.029 ,国际院校
麻省理工学院,内分泌与代谢医学,0.226 ,2.405 ,国际院校
麻省理工学院,内科医学,0.107 ,-1.931 ,国际院校
麻省理工学院,能源与燃料,0.419 ,2.538 ,国际院校
麻省理工学院,鸟类学,0.048 ,-1.301 ,国际院校
麻省理工学院,凝聚态物理,0.807 ,-1.684 ,国际院校
麻省理工学院,农学,0.021 ,3.985 ,国际院校
麻省理工学院,农业，多学科,0.020 ,2.111 ,国际院校
麻省理工学院,农业，乳制品及动物科学,0.008 ,2.702 ,国际院校
麻省理工学院,农业工程,0.037 ,-1.587 ,国际院校
麻省理工学院,农业经济与政策,0.115 ,3.885 ,国际院校
麻省理工学院,皮肤科,0.073 ,-2.127 ,国际院校
麻省理工学院,气象学与大气科学,0.941 ,2.246 ,国际院校
麻省理工学院,热带医学,0.209 ,2.571 ,国际院校
麻省理工学院,热力学,0.260 ,2.146 ,国际院校
麻省理工学院,神经病学,0.201 ,2.055 ,国际院校
麻省理工学院,神经科学,0.635 ,-1.344 ,国际院校
麻省理工学院,神经影像学,0.917 ,-1.690 ,国际院校
麻省理工学院,生理学,0.167 ,-2.089 ,国际院校
麻省理工学院,生态学,0.173 ,2.355 ,国际院校
麻省理工学院,生物材料科学,0.700 ,2.339 ,国际院校
麻省理工学院,生物多样性保护,0.050 ,-1.927 ,国际院校
麻省理工学院,生物化学研究方法,0.824 ,-2.124 ,国际院校
麻省理工学院,生物化学与分子生物学,0.721 ,-1.655 ,国际院校
麻省理工学院,生物技术和应用微生物学,0.451 ,-1.925 ,国际院校
麻省理工学院,生物物理学,0.382 ,-1.997 ,国际院校
麻省理工学院,生物学,0.554 ,2.420 ,国际院校
麻省理工学院,生物医学工程,0.713 ,2.037 ,国际院校
麻省理工学院,生殖生物学,0.071 ,2.173 ,国际院校
麻省理工学院,声学,0.376 ,-1.932 ,国际院校
麻省理工学院,石油工程,0.266 ,2.265 ,国际院校
麻省理工学院,食品科学与技术,0.021 ,-1.128 ,国际院校
麻省理工学院,兽医学,0.091 ,2.620 ,国际院校
麻省理工学院,数学,0.585 ,-1.668 ,国际院校
麻省理工学院,数学的跨学科应用,0.386 ,-1.951 ,国际院校
麻省理工学院,数学物理学,0.762 ,-1.880 ,国际院校
麻省理工学院,数学与计算生物学,0.674 ,-2.208 ,国际院校
麻省理工学院,水资源,0.229 ,2.289 ,国际院校
麻省理工学院,陶瓷材料科学,0.131 ,-1.850 ,国际院校
麻省理工学院,天文学与天体物理学,2.211 ,-1.820 ,国际院校
麻省理工学院,听力学及言语语言病理学,0.578 ,-2.008 ,国际院校
麻省理工学院,统计与概率,0.605 ,-2.144 ,国际院校
麻省理工学院,土木工程,0.378 ,2.403 ,国际院校
麻省理工学院,土壤科学,0.036 ,2.912 ,国际院校
麻省理工学院,外科,0.039 ,-1.551 ,国际院校
麻省理工学院,微生物学,0.554 ,-1.466 ,国际院校
麻省理工学院,无机化学与核化学,0.137 ,-2.026 ,国际院校
麻省理工学院,物理，原子，分子，化学制品,0.646 ,-1.723 ,国际院校
麻省理工学院,物理化学,0.633 ,-1.433 ,国际院校
麻省理工学院,细胞生物学,1.026 ,2.143 ,国际院校
麻省理工学院,细胞与组织工程,0.860 ,2.243 ,国际院校
麻省理工学院,显微镜学,0.184 ,2.428 ,国际院校
麻省理工学院,小儿科学,0.032 ,0.151 ,国际院校
麻省理工学院,心理学,0.286 ,-2.088 ,国际院校
麻省理工学院,心脏和心血管系统,0.215 ,0.286 ,国际院校
麻省理工学院,血液学,0.301 ,2.071 ,国际院校
麻省理工学院,牙科，口腔外科，口腔医学,0.021 ,-2.155 ,国际院校
麻省理工学院,眼科学,0.240 ,2.555 ,国际院校
麻省理工学院,遥感技术,0.370 ,2.547 ,国际院校
麻省理工学院,药理学及药剂学,0.126 ,2.039 ,国际院校
麻省理工学院,药物滥用,0.032 ,2.509 ,国际院校
麻省理工学院,冶金与冶金工程,0.181 ,2.021 ,国际院校
麻省理工学院,医学检验技术,0.074 ,2.319 ,国际院校
麻省理工学院,医学伦理学,0.156 ,3.103 ,国际院校
麻省理工学院,医学信息学,0.751 ,2.297 ,国际院校
麻省理工学院,医学研究和实验,0.317 ,-1.030 ,国际院校
麻省理工学院,医药法律,0.090 ,2.560 ,国际院校
麻省理工学院,医药化学,0.199 ,-0.525 ,国际院校
麻省理工学院,仪器及仪表学,0.516 ,2.067 ,国际院校
麻省理工学院,移植学,0.068 ,-1.986 ,国际院校
麻省理工学院,遗传学与遗传,1.249 ,-1.707 ,国际院校
麻省理工学院,营养学与膳食学,0.047 ,2.144 ,国际院校
麻省理工学院,应用化学,0.089 ,-0.414 ,国际院校
麻省理工学院,应用数学,0.454 ,-1.886 ,国际院校
麻省理工学院,应用物理,0.737 ,-1.561 ,国际院校
麻省理工学院,有机化学,0.198 ,-1.901 ,国际院校
麻省理工学院,渔业,0.026 ,-2.213 ,国际院校
麻省理工学院,与其它学科有关的物理学,1.088 ,-1.391 ,国际院校
麻省理工学院,原子核科学与技术,0.681 ,-1.785 ,国际院校
麻省理工学院,运动科学,0.034 ,-2.196 ,国际院校
麻省理工学院,运营研究与管理,0.903 ,2.071 ,国际院校
麻省理工学院,真菌学,0.100 ,2.753 ,国际院校
麻省理工学院,植物学,0.035 ,2.240 ,国际院校
麻省理工学院,制造工程,0.401 ,2.072 ,国际院校
麻省理工学院,肿瘤学,0.296 ,2.048 ,国际院校
麻省理工学院,重症医学,0.174 ,2.150 ,国际院校
麻省理工学院,周围性血管疾病学,0.224 ,2.353 ,国际院校
麻省理工学院,自动化及控制系统,0.491 ,-1.647 ,国际院校
麻省理工学院,综合医学与补充医学,0.023 ,-1.430 ,国际院校
南昌大学,保健学与保健服务,0.025 ,2.000 ,区域核心
南昌大学,病毒学,0.055 ,2.864 ,区域核心
南昌大学,病理学,0.278 ,3.083 ,区域核心
南昌大学,材料科学，表征与试验,0.038 ,-1.648 ,区域核心
南昌大学,材料科学，多学科,0.136 ,2.798 ,区域核心
南昌大学,材料科学，纺织品,0.063 ,2.651 ,区域核心
南昌大学,材料科学，复合材料,0.029 ,2.577 ,区域核心
南昌大学,材料科学，涂料与薄膜,0.185 ,3.141 ,区域核心
南昌大学,材料科学，纸张与木材,0.055 ,2.452 ,区域核心
南昌大学,采矿与矿物加工工程,0.046 ,3.664 ,区域核心
南昌大学,肠胃科学与肝病学,0.142 ,2.250 ,区域核心
南昌大学,成像学与摄影工艺,0.115 ,2.864 ,区域核心
南昌大学,传染病学,0.069 ,2.760 ,区域核心
南昌大学,地理与物理,0.025 ,3.028 ,区域核心
南昌大学,地球化学与地球物理,0.041 ,3.890 ,区域核心
南昌大学,地球科学，多学科,0.071 ,3.162 ,区域核心
南昌大学,电化学,0.144 ,2.556 ,区域核心
南昌大学,电机与电子工程,0.080 ,2.757 ,区域核心
南昌大学,电信科学,0.109 ,3.404 ,区域核心
南昌大学,动物学,0.029 ,2.174 ,区域核心
南昌大学,毒理学,0.145 ,2.887 ,区域核心
南昌大学,多学科科学,0.075 ,3.380 ,区域核心
南昌大学,耳鼻喉科学,0.032 ,2.584 ,区域核心
南昌大学,发育生物学,0.039 ,2.464 ,区域核心
南昌大学,放射学，核子医学与医学成像学,0.034 ,2.964 ,区域核心
南昌大学,分析化学,0.260 ,2.458 ,区域核心
南昌大学,妇产科学,0.051 ,2.981 ,区域核心
南昌大学,高分子科学,0.175 ,2.560 ,区域核心
南昌大学,工程，多学科,0.070 ,2.659 ,区域核心
南昌大学,工业工程,0.063 ,2.347 ,区域核心
南昌大学,公共，环境，职业健康,0.023 ,2.765 ,区域核心
南昌大学,光谱学,0.193 ,3.339 ,区域核心
南昌大学,光学,0.104 ,2.272 ,区域核心
南昌大学,过敏,0.039 ,2.768 ,区域核心
南昌大学,海洋及淡水生物学,0.064 ,2.344 ,区域核心
南昌大学,海洋学,0.011 ,2.313 ,区域核心
南昌大学,核物理,0.017 ,-2.182 ,区域核心
南昌大学,呼吸系统,0.060 ,2.732 ,区域核心
南昌大学,湖沼(生物)学,0.079 ,2.969 ,区域核心
南昌大学,护理学,0.010 ,3.349 ,区域核心
南昌大学,化学，多学科,0.151 ,2.958 ,区域核心
南昌大学,化学工程,0.100 ,2.749 ,区域核心
南昌大学,环境工程,0.072 ,2.841 ,区域核心
南昌大学,环境科学,0.052 ,2.462 ,区域核心
南昌大学,机器人学,0.106 ,2.963 ,区域核心
南昌大学,机械工程,0.043 ,2.651 ,区域核心
南昌大学,急诊医学,0.022 ,3.839 ,区域核心
南昌大学,计算机科学，控制论,0.061 ,2.651 ,区域核心
南昌大学,计算机科学，跨学科应用,0.067 ,2.696 ,区域核心
南昌大学,计算机科学，人工智能,0.071 ,2.854 ,区域核心
南昌大学,计算机科学，软件工程,0.071 ,2.555 ,区域核心
南昌大学,计算机科学，信息系统,0.121 ,3.571 ,区域核心
南昌大学,计算机科学，硬件,0.031 ,4.320 ,区域核心
南昌大学,计算机科学理论与方法,0.106 ,3.371 ,区域核心
南昌大学,寄生虫学,0.030 ,2.105 ,区域核心
南昌大学,建筑与建筑技术,0.047 ,2.965 ,区域核心
南昌大学,交通科技,0.025 ,3.524 ,区域核心
南昌大学,矫形技术,0.077 ,3.168 ,区域核心
南昌大学,结晶学,0.112 ,-1.381 ,区域核心
南昌大学,解剖学与形态学,0.019 ,-1.824 ,区域核心
南昌大学,进化生物学,0.046 ,2.165 ,区域核心
南昌大学,精神病学,0.049 ,4.117 ,区域核心
南昌大学,矿物学,0.032 ,2.804 ,区域核心
南昌大学,昆虫学,0.032 ,2.290 ,区域核心
南昌大学,老年病学与老年学,0.053 ,3.550 ,区域核心
南昌大学,力学,0.053 ,2.601 ,区域核心
南昌大学,粒子与场物理,0.038 ,-2.100 ,区域核心
南昌大学,林学,0.018 ,-2.109 ,区域核心
南昌大学,流体与等离子体物理,0.081 ,-2.119 ,区域核心
南昌大学,麻醉学,0.050 ,3.382 ,区域核心
南昌大学,泌尿学与肾脏学 ,0.084 ,2.209 ,区域核心
南昌大学,免疫学,0.125 ,2.422 ,区域核心
南昌大学,纳米科学与纳米技术,0.147 ,2.947 ,区域核心
南昌大学,内分泌与代谢医学,0.059 ,2.430 ,区域核心
南昌大学,内科医学,0.076 ,-2.180 ,区域核心
南昌大学,能源与燃料,0.109 ,2.802 ,区域核心
南昌大学,鸟类学,0.032 ,-1.757 ,区域核心
南昌大学,凝聚态物理,0.139 ,3.400 ,区域核心
南昌大学,农学,0.023 ,-1.974 ,区域核心
南昌大学,农业，多学科,0.292 ,2.499 ,区域核心
南昌大学,农业，乳制品及动物科学,0.120 ,2.722 ,区域核心
南昌大学,农业工程,0.247 ,3.195 ,区域核心
南昌大学,皮肤科,0.018 ,2.462 ,区域核心
南昌大学,气象学与大气科学,0.022 ,-1.855 ,区域核心
南昌大学,热带医学,0.067 ,2.863 ,区域核心
南昌大学,热力学,0.062 ,2.530 ,区域核心
南昌大学,神经病学,0.107 ,2.892 ,区域核心
南昌大学,神经科学,0.123 ,2.843 ,区域核心
南昌大学,神经影像学,0.036 ,3.569 ,区域核心
南昌大学,生理学,0.157 ,2.965 ,区域核心
南昌大学,生态学,0.034 ,2.380 ,区域核心
南昌大学,生物材料科学,0.247 ,3.444 ,区域核心
南昌大学,生物多样性保护,0.033 ,2.134 ,区域核心
南昌大学,生物化学研究方法,0.082 ,-1.719 ,区域核心
南昌大学,生物化学与分子生物学,0.175 ,2.438 ,区域核心
南昌大学,生物技术和应用微生物学,0.148 ,2.672 ,区域核心
南昌大学,生物物理学,0.210 ,2.690 ,区域核心
南昌大学,生物学,0.083 ,2.918 ,区域核心
南昌大学,生物医学工程,0.105 ,2.557 ,区域核心
南昌大学,生殖生物学,0.075 ,2.532 ,区域核心
南昌大学,声学,0.023 ,3.613 ,区域核心
南昌大学,石油工程,0.008 ,-1.824 ,区域核心
南昌大学,食品科学与技术,0.463 ,2.684 ,区域核心
南昌大学,兽医学,0.038 ,2.042 ,区域核心
南昌大学,数学,0.119 ,-1.814 ,区域核心
南昌大学,数学的跨学科应用,0.096 ,2.609 ,区域核心
南昌大学,数学物理学,0.066 ,-1.710 ,区域核心
南昌大学,数学与计算生物学,0.033 ,2.306 ,区域核心
南昌大学,水资源,0.066 ,3.093 ,区域核心
南昌大学,陶瓷材料科学,0.125 ,2.694 ,区域核心
南昌大学,天文学与天体物理学,0.109 ,-1.843 ,区域核心
南昌大学,统计与概率,0.034 ,2.569 ,区域核心
南昌大学,土木工程,0.044 ,4.559 ,区域核心
南昌大学,土壤科学,0.036 ,2.497 ,区域核心
南昌大学,外科,0.070 ,2.319 ,区域核心
南昌大学,微生物学,0.071 ,2.664 ,区域核心
南昌大学,无机化学与核化学,0.129 ,2.062 ,区域核心
南昌大学,物理，原子，分子，化学制品,0.056 ,2.207 ,区域核心
南昌大学,物理化学,0.143 ,2.720 ,区域核心
南昌大学,细胞生物学,0.238 ,2.961 ,区域核心
南昌大学,显微镜学,0.073 ,2.194 ,区域核心
南昌大学,心理学,0.019 ,4.037 ,区域核心
南昌大学,心脏和心血管系统,0.087 ,2.691 ,区域核心
南昌大学,血液学,0.077 ,2.836 ,区域核心
南昌大学,牙科，口腔外科，口腔医学,0.019 ,2.526 ,区域核心
南昌大学,眼科学,0.119 ,2.450 ,区域核心
南昌大学,遥感技术,0.081 ,3.201 ,区域核心
南昌大学,药理学及药剂学,0.193 ,2.768 ,区域核心
南昌大学,冶金与冶金工程,0.157 ,2.462 ,区域核心
南昌大学,医学检验技术,0.156 ,3.378 ,区域核心
南昌大学,医学研究和实验,0.409 ,2.901 ,区域核心
南昌大学,医药化学,0.141 ,2.880 ,区域核心
南昌大学,仪器及仪表学,0.086 ,2.746 ,区域核心
南昌大学,移植学,0.024 ,-2.233 ,区域核心
南昌大学,遗传学与遗传,0.126 ,2.627 ,区域核心
南昌大学,营养学与膳食学,0.217 ,2.560 ,区域核心
南昌大学,应用化学,0.456 ,2.464 ,区域核心
南昌大学,应用数学,0.146 ,-0.753 ,区域核心
南昌大学,应用物理,0.123 ,2.918 ,区域核心
南昌大学,有机化学,0.135 ,2.393 ,区域核心
南昌大学,渔业,0.099 ,2.089 ,区域核心
南昌大学,与其它学科有关的物理学,0.144 ,-1.488 ,区域核心
南昌大学,园艺学,0.033 ,2.245 ,区域核心
南昌大学,运营研究与管理,0.083 ,2.171 ,区域核心
南昌大学,真菌学,0.010 ,2.872 ,区域核心
南昌大学,植物学,0.058 ,2.580 ,区域核心
南昌大学,制造工程,0.095 ,2.731 ,区域核心
南昌大学,肿瘤学,0.325 ,2.998 ,区域核心
南昌大学,重症医学,0.043 ,-1.497 ,区域核心
南昌大学,周围性血管疾病学,0.144 ,2.768 ,区域核心
南昌大学,自动化及控制系统,0.082 ,2.630 ,区域核心
南昌大学,综合医学与补充医学,0.124 ,2.354 ,区域核心
南方医科大学,保健学与保健服务,0.065 ,2.774 ,学科特色
南方医科大学,病毒学,0.277 ,2.060 ,学科特色
南方医科大学,病理学,0.693 ,2.779 ,学科特色
南方医科大学,材料科学，多学科,0.022 ,2.697 ,学科特色
南方医科大学,材料科学，涂料与薄膜,0.005 ,-2.130 ,学科特色
南方医科大学,肠胃科学与肝病学,0.465 ,2.426 ,学科特色
南方医科大学,成像学与摄影工艺,0.058 ,3.607 ,学科特色
南方医科大学,初级卫生保健,0.025 ,2.000 ,学科特色
南方医科大学,传染病学,0.200 ,2.500 ,学科特色
南方医科大学,电化学,0.040 ,2.957 ,学科特色
南方医科大学,电机与电子工程,0.010 ,2.974 ,学科特色
南方医科大学,电信科学,0.004 ,2.665 ,学科特色
南方医科大学,动物学,0.014 ,-2.064 ,学科特色
南方医科大学,多学科科学,0.104 ,3.125 ,学科特色
南方医科大学,耳鼻喉科学,0.104 ,2.739 ,学科特色
南方医科大学,发育生物学,0.123 ,-2.043 ,学科特色
南方医科大学,放射学，核子医学与医学成像学,0.309 ,2.541 ,学科特色
南方医科大学,分析化学,0.093 ,2.375 ,学科特色
南方医科大学,风湿病学,0.298 ,3.163 ,学科特色
南方医科大学,妇产科学,0.222 ,2.450 ,学科特色
南方医科大学,高分子科学,0.039 ,2.178 ,学科特色
南方医科大学,公共，环境，职业健康,0.073 ,2.466 ,学科特色
南方医科大学,光学,0.021 ,2.429 ,学科特色
南方医科大学,过敏,0.098 ,3.652 ,学科特色
南方医科大学,海洋及淡水生物学,0.010 ,-1.420 ,学科特色
南方医科大学,行为科学,0.034 ,2.035 ,学科特色
南方医科大学,呼吸系统,0.251 ,2.684 ,学科特色
南方医科大学,护理学,0.053 ,2.470 ,学科特色
南方医科大学,化学，多学科,0.060 ,2.576 ,学科特色
南方医科大学,化学工程,0.008 ,3.436 ,学科特色
南方医科大学,环境工程,0.008 ,3.295 ,学科特色
南方医科大学,环境科学,0.029 ,2.643 ,学科特色
南方医科大学,机械工程,0.001 ,-1.875 ,学科特色
南方医科大学,急诊医学,0.065 ,2.564 ,学科特色
南方医科大学,计算机科学，跨学科应用,0.051 ,2.953 ,学科特色
南方医科大学,计算机科学，人工智能,0.026 ,3.130 ,学科特色
南方医科大学,计算机科学，软件工程,0.006 ,3.041 ,学科特色
南方医科大学,计算机科学，信息系统,0.011 ,3.898 ,学科特色
南方医科大学,计算机科学理论与方法,0.004 ,-1.824 ,学科特色
南方医科大学,寄生虫学,0.102 ,2.713 ,学科特色
南方医科大学,矫形技术,0.309 ,2.613 ,学科特色
南方医科大学,教育科学,0.026 ,2.501 ,学科特色
南方医科大学,结晶学,0.019 ,2.274 ,学科特色
南方医科大学,解剖学与形态学,0.177 ,-2.081 ,学科特色
南方医科大学,进化生物学,0.012 ,-2.186 ,学科特色
南方医科大学,精神病学,0.060 ,2.464 ,学科特色
南方医科大学,康复学,0.036 ,2.656 ,学科特色
南方医科大学,昆虫学,0.006 ,-1.523 ,学科特色
南方医科大学,老年病学与老年学,0.132 ,2.982 ,学科特色
南方医科大学,流体与等离子体物理,0.002 ,-1.523 ,学科特色
南方医科大学,麻醉学,0.186 ,2.534 ,学科特色
南方医科大学,泌尿学与肾脏学 ,0.376 ,2.426 ,学科特色
南方医科大学,免疫学,0.306 ,2.504 ,学科特色
南方医科大学,纳米科学与纳米技术,0.083 ,3.029 ,学科特色
南方医科大学,男科,0.935 ,3.192 ,学科特色
南方医科大学,内分泌与代谢医学,0.227 ,2.883 ,学科特色
南方医科大学,内科医学,0.099 ,3.513 ,学科特色
南方医科大学,能源与燃料,0.001 ,-1.523 ,学科特色
南方医科大学,凝聚态物理,0.015 ,3.925 ,学科特色
南方医科大学,农业，多学科,0.040 ,2.378 ,学科特色
南方医科大学,农业，乳制品及动物科学,0.005 ,-1.899 ,学科特色
南方医科大学,农业工程,0.011 ,3.005 ,学科特色
南方医科大学,皮肤科,0.190 ,-1.171 ,学科特色
南方医科大学,气象学与大气科学,0.004 ,2.659 ,学科特色
南方医科大学,热带医学,0.219 ,2.956 ,学科特色
南方医科大学,神经病学,0.240 ,2.474 ,学科特色
南方医科大学,神经科学,0.271 ,2.614 ,学科特色
南方医科大学,神经影像学,0.172 ,2.445 ,学科特色
南方医科大学,生理学,0.261 ,2.522 ,学科特色
南方医科大学,生态学,0.008 ,-1.742 ,学科特色
南方医科大学,生物材料科学,0.441 ,2.855 ,学科特色
南方医科大学,生物化学研究方法,0.101 ,2.096 ,学科特色
南方医科大学,生物化学与分子生物学,0.272 ,2.480 ,学科特色
南方医科大学,生物技术和应用微生物学,0.184 ,2.636 ,学科特色
南方医科大学,生物物理学,0.343 ,2.473 ,学科特色
南方医科大学,生物学,0.111 ,2.412 ,学科特色
南方医科大学,生物医学工程,0.393 ,2.579 ,学科特色
南方医科大学,生殖生物学,0.259 ,2.156 ,学科特色
南方医科大学,声学,0.054 ,2.821 ,学科特色
南方医科大学,食品科学与技术,0.055 ,2.265 ,学科特色
南方医科大学,兽医学,0.020 ,-1.312 ,学科特色
南方医科大学,数学的跨学科应用,0.004 ,-2.241 ,学科特色
南方医科大学,数学物理学,0.002 ,-1.213 ,学科特色
南方医科大学,数学与计算生物学,0.144 ,2.773 ,学科特色
南方医科大学,水资源,0.002 ,2.269 ,学科特色
南方医科大学,陶瓷材料科学,0.026 ,3.813 ,学科特色
南方医科大学,统计与概率,0.032 ,3.172 ,学科特色
南方医科大学,外科,0.202 ,2.240 ,学科特色
南方医科大学,微生物学,0.119 ,0.640 ,学科特色
南方医科大学,无机化学与核化学,0.030 ,2.941 ,学科特色
南方医科大学,物理，原子，分子，化学制品,0.002 ,-1.846 ,学科特色
南方医科大学,物理化学,0.012 ,2.700 ,学科特色
南方医科大学,细胞生物学,0.644 ,2.906 ,学科特色
南方医科大学,细胞与组织工程,0.592 ,2.670 ,学科特色
南方医科大学,显微镜学,0.092 ,2.286 ,学科特色
南方医科大学,小儿科学,0.070 ,3.406 ,学科特色
南方医科大学,心理学,0.021 ,3.869 ,学科特色
南方医科大学,心脏和心血管系统,0.203 ,2.580 ,学科特色
南方医科大学,血液学,0.376 ,2.646 ,学科特色
南方医科大学,牙科，口腔外科，口腔医学,0.151 ,2.687 ,学科特色
南方医科大学,眼科学,0.057 ,2.128 ,学科特色
南方医科大学,药理学及药剂学,0.336 ,2.444 ,学科特色
南方医科大学,冶金与冶金工程,0.012 ,2.909 ,学科特色
南方医科大学,医学检验技术,0.284 ,2.245 ,学科特色
南方医科大学,医学信息学,0.098 ,3.700 ,学科特色
南方医科大学,医学研究和实验,0.898 ,2.678 ,学科特色
南方医科大学,医药法律,0.271 ,2.996 ,学科特色
南方医科大学,医药化学,0.276 ,2.490 ,学科特色
南方医科大学,仪器及仪表学,0.035 ,3.159 ,学科特色
南方医科大学,移植学,0.231 ,2.376 ,学科特色
南方医科大学,遗传学与遗传,0.225 ,2.403 ,学科特色
南方医科大学,营养学与膳食学,0.130 ,2.583 ,学科特色
南方医科大学,应用化学,0.085 ,2.235 ,学科特色
南方医科大学,应用数学,0.001 ,-2.145 ,学科特色
南方医科大学,应用物理,0.022 ,2.828 ,学科特色
南方医科大学,有机化学,0.074 ,2.190 ,学科特色
南方医科大学,渔业,0.013 ,-2.184 ,学科特色
南方医科大学,原子核科学与技术,0.013 ,2.568 ,学科特色
南方医科大学,运动科学,0.034 ,2.679 ,学科特色
南方医科大学,运营研究与管理,0.002 ,2.918 ,学科特色
南方医科大学,真菌学,0.129 ,2.502 ,学科特色
南方医科大学,植物学,0.034 ,2.405 ,学科特色
南方医科大学,肿瘤学,0.831 ,2.644 ,学科特色
南方医科大学,重症医学,0.213 ,2.852 ,学科特色
南方医科大学,周围性血管疾病学,0.320 ,2.638 ,学科特色
南方医科大学,综合医学与补充医学,0.655 ,2.505 ,学科特色
南京大学,保健学与保健服务,0.019 ,3.149 ,中国领先
南京大学,病毒学,0.123 ,2.296 ,中国领先
南京大学,病理学,0.470 ,2.557 ,中国领先
南京大学,材料科学，表征与试验,0.038 ,2.061 ,中国领先
南京大学,材料科学，多学科,0.614 ,2.331 ,中国领先
南京大学,材料科学，纺织品,0.455 ,2.617 ,中国领先
南京大学,材料科学，复合材料,0.066 ,2.243 ,中国领先
南京大学,材料科学，涂料与薄膜,0.398 ,2.413 ,中国领先
南京大学,材料科学，纸张与木材,0.074 ,2.447 ,中国领先
南京大学,采矿与矿物加工工程,0.616 ,3.817 ,中国领先
南京大学,肠胃科学与肝病学,0.405 ,2.300 ,中国领先
南京大学,成像学与摄影工艺,1.014 ,2.829 ,中国领先
南京大学,传染病学,0.077 ,2.385 ,中国领先
南京大学,地理与物理,0.959 ,2.633 ,中国领先
南京大学,地球化学与地球物理,0.785 ,2.351 ,中国领先
南京大学,地球科学，多学科,0.721 ,2.305 ,中国领先
南京大学,地质工程,0.301 ,2.622 ,中国领先
南京大学,地质学,0.968 ,2.305 ,中国领先
南京大学,电化学,0.470 ,2.064 ,中国领先
南京大学,电机与电子工程,0.340 ,2.682 ,中国领先
南京大学,电信科学,0.364 ,2.839 ,中国领先
南京大学,动物学,0.039 ,-1.375 ,中国领先
南京大学,毒理学,0.352 ,3.120 ,中国领先
南京大学,多学科科学,0.411 ,2.495 ,中国领先
南京大学,耳鼻喉科学,0.061 ,-1.902 ,中国领先
南京大学,发育生物学,0.178 ,-1.036 ,中国领先
南京大学,放射学，核子医学与医学成像学,0.231 ,2.428 ,中国领先
南京大学,分析化学,0.636 ,2.025 ,中国领先
南京大学,风湿病学,0.373 ,2.007 ,中国领先
南京大学,妇产科学,0.087 ,2.104 ,中国领先
南京大学,高分子科学,0.266 ,-1.500 ,中国领先
南京大学,工程，多学科,0.109 ,-1.523 ,中国领先
南京大学,工业工程,0.118 ,2.393 ,中国领先
南京大学,公共，环境，职业健康,0.092 ,3.959 ,中国领先
南京大学,古生物学,0.470 ,2.335 ,中国领先
南京大学,光谱学,0.225 ,-1.867 ,中国领先
南京大学,光学,0.582 ,2.219 ,中国领先
南京大学,过敏,0.030 ,2.442 ,中国领先
南京大学,海洋工程,0.195 ,3.324 ,中国领先
南京大学,海洋及淡水生物学,0.214 ,2.508 ,中国领先
南京大学,海洋学,0.332 ,2.073 ,中国领先
南京大学,行为科学,0.082 ,2.540 ,中国领先
南京大学,航空航天科学,0.089 ,2.000 ,中国领先
南京大学,核物理,0.915 ,-1.872 ,中国领先
南京大学,呼吸系统,0.188 ,2.152 ,中国领先
南京大学,湖沼(生物)学,0.443 ,2.448 ,中国领先
南京大学,护理学,0.028 ,3.315 ,中国领先
南京大学,化学，多学科,0.703 ,2.249 ,中国领先
南京大学,化学工程,0.279 ,2.498 ,中国领先
南京大学,环境工程,0.941 ,2.460 ,中国领先
南京大学,环境科学,0.786 ,2.547 ,中国领先
南京大学,机器人学,0.041 ,3.015 ,中国领先
南京大学,机械工程,0.033 ,2.220 ,中国领先
南京大学,急诊医学,0.076 ,2.526 ,中国领先
南京大学,计算机科学，控制论,0.245 ,-1.822 ,中国领先
南京大学,计算机科学，跨学科应用,0.185 ,-1.201 ,中国领先
南京大学,计算机科学，人工智能,0.349 ,2.393 ,中国领先
南京大学,计算机科学，软件工程,0.569 ,2.284 ,中国领先
南京大学,计算机科学，信息系统,0.474 ,2.578 ,中国领先
南京大学,计算机科学，硬件,0.506 ,2.997 ,中国领先
南京大学,计算机科学理论与方法,0.452 ,2.674 ,中国领先
南京大学,寄生虫学,0.039 ,3.674 ,中国领先
南京大学,建筑与建筑技术,0.127 ,2.735 ,中国领先
南京大学,交通科技,0.225 ,2.715 ,中国领先
南京大学,矫形技术,0.353 ,2.427 ,中国领先
南京大学,结晶学,0.724 ,-2.134 ,中国领先
南京大学,解剖学与形态学,0.093 ,2.222 ,中国领先
